group,file,ref_svg_size,ref_tvg_size,cur_svg_size,svgo_size,tvgt_size,tvg_size,zstd_size,brotli_size,zstd_dict_size,status,fail_stage,fail_detail
material-design,subway-variant.svg,434,232,436,403,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M18 11h-5V6h5m-1.5 11̲a1.5 1.5 0 0 1-1.5-1.5 1.5 1.5 0 0 1 1.5…' Unhandled exception: System.InvalidOperationException: New MoveTo detected without ClosePath    at SvgPathParser.ParseM
material-design,sun-wireless.svg,618,320,727,508,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M11 6c2.76 0 5 2.24 5 5s-2.24 5-5 5-5-2.24-5-5 2.24-5 5-5m0-5̲ 2.39 3.42C12.65 4.15 11.84 4 11 4s-1.65…' Unhandled exception: System.InvalidOperationException: New MoveTo detected with
material-design,sunglasses.svg,569,237,576,445,1214,236,225,215,215,ok,,
material-design,surround-sound-2-0.svg,320,201,326,252,1101,192,148,129,26,ok,,
material-design,surround-sound-2-1.svg,231,138,237,184,836,131,115,101,87,ok,,
material-design,swap-horizontal-circle.svg,240,135,250,204,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M22 12c0-5.5-4.5-10-10-10S2 6.5 2 12s4.5 10 10 10 10-4.5 10-10m-7-5.5̲ 3.5 3.5-3.5 3.5V11h-4V9h4zm-6 11L5.5 14…' Unhandled exception: System.InvalidOperationException: New MoveTo detec
material-design,sync.svg,320,165,319,269,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M12 18a6 6 0 0 1-6-6c0-1 .25-1.97.7-2.8L5.24 7.74A7.93 7.93 0 0 0 4 12a8 8 0 0 0 8 8v3l4-4-4-4m0-11̲V1L8 5l4 4V6a6 6 0 0 1 6 6c0 1-.25 1.97-…' Unhandled exception: System.InvalidOperat
material-design,table-arrow-down.svg,341,186,363,247,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M4 3h14a2 2 0 0 1 2 2v7.08a6 6 0 0 0-4.32.92H12v4h1.08c-.11.68-.11 1.35 0 2H4a2 2 0 0 1-2-2V5c0-1.1.9-2 2-2m0 4̲v4h6V7zm8 0v4h6V7zm-8 6v4h6v-4zm11.94 5.…' Unhandled exception: System.I
material-design,table-check.svg,351,191,368,275,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M4 3h14a2 2 0 0 1 2 2v7.08a6 6 0 0 0-4.32.92H12v4h1.08c-.11.68-.11 1.35 0 2H4a2 2 0 0 1-2-2V5c0-1.1.9-2 2-2m0 4̲v4h6V7zm8 0v4h6V7zm-8 6v4h6v-4zm13.75 8L…' Unhandled exception: System.I
material-design,table-column-remove.svg,334,199,341,286,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M4 2h7a2 2 0 0 1 2 2v16a2 2 0 0 1-2 2H4a2 2 0 0 1-2-2V4a2 2 0 0 1 2-2m0 8̲v4h7v-4zm0 6v4h7v-4zM4 4v4h7V4zm13.59 8L…' Unhandled exception: System.InvalidOperationException: New MoveTo d
material-design,table-eye-off.svg,781,349,796,600,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M12 8.8 6.2 3H18c1.1 0 2 .9 2 2v7.59c-.93-.38-1.94-.59-3-.59-.55 0-1.09.07-1.62.18L14.2 11H18V7h-6zm5.09 5.09 5.22 5.22c.27-.38.51-.79.69-1.23-.93-2.31-3.22-3.96-5.91-3.99m5.02 7.57̲-1
material-design,table-lock.svg,521,293,548,398,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M21 16v-.5a2.5 2.5 0 0 0-5 0v.5c-.55 0-1 .45-1 1v4c0 .55.45 1 1 1h5c.55 0 1-.45 1-1v-4c0-.55-.45-1-1-1m-1 0̲h-3v-.5c0-.83.67-1.5 1.5-1.5s1.5.67 1.5 …' Unhandled exception: System.Inval
material-design,table-merge-cells.svg,247,170,252,194,1165,157,120,108,26,ok,,
material-design,table-of-contents.svg,198,120,203,155,846,107,87,79,58,ok,,
material-design,table-plus.svg,321,197,327,254,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M18 14h2v3h3v2h-3v3h-2v-3h-3v-2h3zM4 3h14a2 2 0 0 1 2 2v7.08a6 6 0 0 0-4.32.92H12v4h1.08c-.11.68-.11 1.35 0 2H4a2 2 0 0 1-2-2V5a2 2 0 0 1 2-2m0 4̲v4h6V7zm8 0v4h6V7zm-8 6v4h6v-4z' Unhan
material-design,table-row-height.svg,266,180,270,217,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M3 5h12a2 2 0 0 1 2 2v10a2 2 0 0 1-2 2H3a2 2 0 0 1-2-2V7a2 2 0 0 1 2-2m0 4̲v3h5V9zm7 0v3h5V9zm-7 5v3h5v-3zm7 0v3h5v…' Unhandled exception: System.InvalidOperationException: New MoveTo
material-design,tablet-android.svg,214,111,0,0,0,0,0,0,0,no_source,source,SVG not found in current source dataset
material-design,tag-arrow-left-outline.svg,675,393,685,553,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M6.5 5C5.67 5 5 5.67 5 6.5S5.67 8 6.5 8 8 7.33 8 6.5 7.33 5 6.5 5m0 0̲C5.67 5 5 5.67 5 6.5S5.67 8 6.5 8 8 7.33…' Unhandled exception: System.InvalidOperationException: New MoveTo detec
material-design,tag-arrow-up-outline.svg,675,393,683,552,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M6.5 5C5.67 5 5 5.67 5 6.5S5.67 8 6.5 8 8 7.33 8 6.5 7.33 5 6.5 5m0 0̲C5.67 5 5 5.67 5 6.5S5.67 8 6.5 8 8 7.33…' Unhandled exception: System.InvalidOperationException: New MoveTo detec
material-design,tag-heart-outline.svg,677,315,689,523,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M4 2a2 2 0 0 0-2 2v7c0 .55.22 1.05.59 1.42l9 9c.36.36.86.58 1.41.58s1.05-.22 1.41-.59l7-7c.37-.36.59-.86.59-1.41s-.23-1.06-.59-1.42l-9-9C12.05 2.22 11.55 2 11 2zm7 2 9 9-7 7-9-9V4zM6.5
material-design,tailwind.svg,553,236,549,469,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M12 6c-2.67 0-4.33 1.33-5 4 1-1.33 2.17-1.83 3.5-1.5.76.19 1.31.74 1.91 1.35.98 1 2.09 2.15 4.59 2.15 2.67 0 4.33-1.33 5-4-1 1.33-2.17 1.83-3.5 1.5-.76-.19-1.3-.74-1.91-1.35C15.61 7.15
material-design,television-guide.svg,267,180,271,217,1137,167,118,99,72,ok,,
material-design,text-account.svg,260,152,273,199,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M21 5v2H3V5zM3 17h9v-2H3zm0-5h18v-2H3zm15 2a2 2 0 1 1 0 4c-1.11 0-2-.89-2-2s.9-2 2-2m-4 8̲v-1c0-1.1 1.79-2 4-2s4 .9 4 2v1z' Unhandled exception: System.InvalidOperationException: New M
material-design,text-box-minus-outline.svg,353,193,363,276,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M22 17v2h-8v-2zM5 3h14c1.11 0 2 .89 2 2v7.8c-.61-.35-1.28-.6-2-.72V5H5v14h7.08c.12.72.37 1.39.72 2H5c-1.11 0-2-.89-2-2V5c0-1.11.89-2 2-2m2 4̲h10v2H7zm0 4h10v1.08c-.85.14-1.63.46-2.3…'
material-design,text-box-minus.svg,320,178,330,257,1054,169,140,143,105,ok,,
material-design,text-long.svg,161,86,158,126,599,77,75,66,55,ok,,
material-design,texture.svg,384,170,379,309,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M9.29 21h2.83L21 12.12V9.29M19 21̲c.55 0 1.05-.22 1.41-.59.37-.36.59-.86.5…' Unhandled exception: System.InvalidOperationException: New MoveTo detected without ClosePath    at SvgPathP
material-design,thermometer-bluetooth.svg,462,249,479,375,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M11 13V5c0-1.66-1.34-3-3-3S5 3.34 5 5v8c-2.21 1.66-2.66 4.79-1 7s4.79 2.66 7 1 2.66-4.79 1-7a4.7 4.7 0 0 0-1-1M8 4̲c.55 0 1 .45 1 1v3H7V5c0-.55.45-1 1-1m10…' Unhandled exception: Syste
material-design,ticket-confirmation.svg,309,188,326,256,1066,181,115,107,82,ok,,
material-design,ticket-percent-outline.svg,517,314,673,449,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M14.8 8 16 9.2 9.2 16 8 14.8zM4 4h16c1.11 0 2 .89 2 2v4a2 2 0 1 0 0 4v4c0 1.11-.89 2-2 2H4a2 2 0 0 1-2-2v-4c1.11 0 2-.89 2-2a2 2 0 0 0-2-2V6a2 2 0 0 1 2-2m0 2̲v2.54a3.994 3.994 0 0 1 0
material-design,ticket.svg,342,187,353,301,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M15.58 16.8 12 14.5l-3.58 2.3 1.08-4.12L6.21 10l4.25-.26L12 5.8l1.54 3.94 4.25.26-3.29 2.68M20 12̲a2 2 0 0 1 2-2V6a2 2 0 0 0-2-2H4a2 2 0 0…' Unhandled exception: System.InvalidOperatio
material-design,tie.svg,138,53,129,109,314,53,55,49,51,ok,,
material-design,tilde-off.svg,326,142,349,273,755,137,136,126,90,ok,,
material-design,timeline-help.svg,558,316,0,0,0,0,0,0,0,no_source,source,SVG not found in current source dataset
material-design,timeline-plus-outline.svg,331,220,392,274,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M4 2v6H2V2zM2 22v-6h2v6zm3-10c0 1.11-.89 2-2 2a2 2 0 1 1 2-2m15-1̲v2h-3v3h-2v-3h-3v-2h3V8h2v3zm4-5v12c0 1.…' Unhandled exception: System.InvalidOperationException: New MoveTo detected
material-design,timeline-text.svg,308,196,361,254,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M4 2v6H2V2zM2 22h2v-6H2zm3-10a2 2 0 1 0-2 2c1.11 0 2-.89 2-2m19-6̲v12c0 1.11-.89 2-2 2H10a2 2 0 0 1-2-2v-4…' Unhandled exception: System.InvalidOperationException: New MoveTo detected
material-design,timer-10.svg,2629,1075,2735,1703,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M12.9 13.22q0 .9-.12 1.53c-.08.42-.2.75-.36 1.02-.16.26-.36.45-.59.57s-.51.16-.83.16c-.29 0-.57-.04-.81-.16q-.36-.18-.6-.57c-.16-.27-.29-.6-.38-1.02s-.13-.93-.13-1.53v-2.5c0-.6.04-1.11
material-design,timer-3.svg,2932,1186,3074,1879,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M20.87 14.37c-.14-.28-.37-.53-.63-.74-.28-.21-.61-.39-1.01-.53s-.85-.27-1.35-.38c-.35-.07-.64-.15-.88-.22-.22-.09-.4-.17-.54-.26a.7.7 0 0 1-.28-.3.9.9 0 0 1-.08-.39c0-.15.03-.28.09-.41
material-design,timer-sand-empty.svg,208,109,232,153,678,98,86,76,76,ok,,
material-design,timer-sand.svg,239,133,257,173,838,122,97,89,87,ok,,
material-design,tooltip-minus.svg,217,115,228,175,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M20 2H4c-1.1 0-2 .9-2 2v12a2 2 0 0 0 2 2h4l4 4 4-4h4c1.11 0 2-.89 2-2V4a2 2 0 0 0-2-2m-4 9̲H8V9h8z' Unhandled exception: System.InvalidOperationException: New MoveTo detected without C
material-design,torch.svg,729,371,729,528,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M8.6 9.6c.4.6.9 1.1 1.6 1.4h4c.3-.1.5-.3.7-.5 1-1 1.4-2.5.9-3.8l-.1-.2c-.1-.3-.3-.5-.5-.7-.1-.2-.3-.3-.4-.5-.4-.3-.8-.6-1.2-1-.9-.9-1-2.3-.5-3.3-.5.1-1 .4-1.4.8C10.2 3 9.6 5.1 10.3 7v.
material-design,toslink.svg,385,243,380,296,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M20 10V7l-3-3H7L4 7v3c-1.1 0-2 .9-2 2s.9 2 2 2v4c0 1.1.9 2 2 2h12c1.1 0 2-.9 2-2v-4c1.11 0 2-.89 2-2s-.89-2-2-2m-8 6̲c-2.21 0-4-1.79-4-4s1.79-4 4-4 4 1.79 4 …' Unhandled exception: Sys
material-design,tournament.svg,299,185,297,245,1052,182,141,130,124,ok,,
material-design,tower-beach.svg,339,168,338,270,1074,153,145,136,127,ok,,
material-design,track-light.svg,375,159,374,285,1037,144,157,136,111,ok,,
material-design,train-car.svg,673,404,679,552,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M12 4H5a3 3 0 0 0-3 3v8a3 3 0 0 0 3 3l-1 1v1h1l2-2.03L9 18v-5H4V6h9v2h2V7a3 3 0 0 0-3-3M5 14̲a1 1 0 0 1 1 1 1 1 0 0 1-1 1 1 1 0 0 1-1…' Unhandled exception: System.InvalidOperationExce
material-design,transit-transfer.svg,483,252,487,392,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M16.5 15.5H22V17h-5.5v1.75l-2.5-2.5 2.5-2.5zm3 4.25V18l2.5 2.5-2.5 2.5v-1.75H14v-1.5zM9.5 5.5a2 2 0 0 1-2-2 2 2 0 0 1 2-2 2 2 0 0 1 2 2 2 2 0 0 1-2 2M5.75 8.9̲ 4 9.65V13H2V8.3l5.25-2.1
material-design,transmission-tower-import.svg,526,253,539,410,1663,228,214,226,194,ok,,
material-design,tray-full.svg,195,110,192,163,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M18 5H6v2h12M6 9̲h12v2H6m-4 1h2v5h16v-5h2v5a2 2 0 0 1-2 2…' Unhandled exception: System.InvalidOperationException: New MoveTo detected without ClosePath    at SvgPathParser.ParseMoveTo
material-design,tray-remove.svg,278,128,277,245,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M2 17a2 2 0 0 0 2 2h16a2 2 0 0 0 2-2v-5h-2v5H4v-5H2m12.12-6.54̲ 1.42 1.42L13.41 9l2.13 2.12-1.42 1.42L1…' Unhandled exception: System.InvalidOperationException: New MoveTo detected wit
material-design,truck-check-outline.svg,552,331,639,443,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M18 18.5c.83 0 1.5-.67 1.5-1.5s-.67-1.5-1.5-1.5-1.5.67-1.5 1.5.67 1.5 1.5 1.5m1.5-9̲H17V12h4.46zM6 18.5c.83 0 1.5-.67 1.5-1.…' Unhandled exception: System.InvalidOperationException: Ne
material-design,truck-delivery.svg,444,258,446,401,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M3 4a2 2 0 0 0-2 2v11h2a3 3 0 0 0 3 3 3 3 0 0 0 3-3h6a3 3 0 0 0 3 3 3 3 0 0 0 3-3h2v-5l-3-4h-3V4m-7 2̲ 4 4-4 4v-3H4V9h6m7 .5h2.5l1.97 2.5H17M6…' Unhandled exception: System.InvalidOper
material-design,truck-fast.svg,492,280,491,439,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M3 13.5 2.25 12H7.5l-.6-1.5H2L1.25 9h7.8l-.6-1.5H1.11L.25 6H4a2 2 0 0 1 2-2h12v4h3l3 4v5h-2a3 3 0 0 1-3 3 3 3 0 0 1-3-3h-4a3 3 0 0 1-3 3 3 3 0 0 1-3-3H4v-3.5zm16 5a1.5 1.5 0 0 0 1.5-1.
material-design,truck-minus-outline.svg,484,313,491,397,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M20 8h-3V4H3c-1.1 0-2 .9-2 2v11h2c0 1.7 1.3 3 3 3s3-1.3 3-3h6c0 1.7 1.3 3 3 3s3-1.3 3-3h2v-5zM6 18.5c-.8 0-1.5-.7-1.5-1.5s.7-1.5 1.5-1.5 1.5.7 1.5 1.5-.7 1.5-1.5 1.5m9-3.5̲H8.2c-.5-.6-
material-design,truck-remove-outline.svg,626,361,634,529,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M20 8h-3V4H3c-1.11 0-2 .89-2 2v11h2c0 1.66 1.34 3 3 3s3-1.34 3-3h6c0 1.66 1.34 3 3 3s3-1.34 3-3h2v-5zM6 18.5c-.83 0-1.5-.67-1.5-1.5s.67-1.5 1.5-1.5 1.5.67 1.5 1.5-.67 1.5-1.5 1.5m9-3.5
material-design,truck-remove.svg,563,315,563,472,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M20 8h-3V4H3c-1.11 0-2 .89-2 2v11h2c0 1.66 1.34 3 3 3s3-1.34 3-3h6c0 1.66 1.34 3 3 3s3-1.34 3-3h2v-5zM6 18.5c-.83 0-1.5-.67-1.5-1.5s.67-1.5 1.5-1.5 1.5.67 1.5 1.5-.67 1.5-1.5 1.5m6.54-
material-design,turtle.svg,1012,429,1057,790,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M8.47 5.95c.48-.28 1-.51 1.53-.67V4c0-1.1.87-2 1.97-2.03C13.13 2 14 2.9 14 4v1.28c.53.17 1.05.39 1.53.67l-1.6 2.12h-3.86zM19 12c0 .5-.05.95-.14 1.4l-2.53-.78-1.19-3.66 1.6-2.11q.645.6
material-design,twitter.svg,679,270,738,548,1344,265,267,252,27,ok,,
material-design,ufo.svg,251,101,242,219,484,100,103,103,92,ok,,
material-design,umbrella-beach.svg,386,156,388,339,0,0,0,0,0,fail,svg2tvgt,Error Context: 'm13.13 14.56 1.43-1.43L21 19.57 19.57 21zm4.29-5.73 2.86-2.86C16.33 2 9.93 2 6 5.95c3.91-1.3 8.29-.25 11.42 2.88M5.95 6̲C2 9.93 2 16.33 5.97 20.28l2.86-2.86C5.7…' Unhandled exception:
material-design,update.svg,428,173,428,364,1017,168,171,168,156,ok,,
material-design,upload-multiple.svg,162,82,165,128,550,75,74,64,26,ok,,
material-design,valve-open.svg,188,90,186,160,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M4 22H2V2h2m18 0̲h-2v20h2M11 4v5.18a3 3 0 0 0 0 5.64V20h2…' Unhandled exception: System.InvalidOperationException: New MoveTo detected without ClosePath    at SvgPathParser.ParseMoveTo
material-design,vanish-quarter.svg,171,76,173,137,496,68,74,73,60,ok,,
material-design,variable-box.svg,469,278,469,387,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M19 3H5c-1.1 0-2 .9-2 2v14c0 1.1.9 2 2 2h14c1.1 0 2-.9 2-2V5c0-1.1-.9-2-2-2M7.4 18̲C5.9 16.5 5 14.3 5 12s.9-4.5 2.4-6l1.6.7…' Unhandled exception: System.InvalidOperationException: New
material-design,vector-arrange-above.svg,311,178,359,249,947,171,129,116,114,ok,,
material-design,vector-circle-variant.svg,337,156,346,275,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M22 9h-2.03c-1.27-3.59-4.66-6-8.47-6a9 9 0 0 0-9 9c0 5 4.03 9 9 9 3.81 0 7.2-2.4 8.5-6h2m-2-4̲v2h-2v-2m-.18 4c-1.16 2.44-3.62 4-6.32 4…' Unhandled exception: System.InvalidOperationExc
material-design,vector-combine.svg,347,214,473,280,1158,205,146,131,136,ok,,
material-design,vector-polyline-plus.svg,269,177,277,219,1245,166,138,135,117,ok,,
material-design,vector-polyline.svg,218,124,221,184,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M2 3v6h2.95l2 6H6v6h6v-4.59L17.41 11H22V5h-6v4.57L10.59 15H9.06l-2-6H8V3M4 5̲h2v2H4m14 0h2v2h-2M8 17h2v2H8Z' Unhandled exception: System.InvalidOperationException: New MoveTo detected
material-design,vector-square-edit.svg,450,267,456,319,0,0,0,0,0,fail,svg2tvgt,Error Context: 'm22.7 14.4-1 1-2.1-2.1 1-1c.2-.2.6-.2.8 0l1.3 1.3c.2.2.2.5 0 .8M13 19.9̲l6.1-6.1 2.1 2.1-6.1 6.1H13zm-2 0v-.8l.6…' Unhandled exception: System.InvalidOperationException: New MoveTo det
material-design,vector-union.svg,276,154,276,223,819,149,118,107,107,ok,,
material-design,video-account.svg,324,192,333,267,977,187,127,121,105,ok,,
material-design,video-input-component.svg,485,315,494,412,1799,302,190,174,27,ok,,
material-design,video-wireless-outline.svg,382,198,396,329,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M15 12v8H5v-8zm1-2H4a1 1 0 0 0-1 1v10a1 1 0 0 0 1 1h12a1 1 0 0 0 1-1v-3.5l4 4v-11l-4 4V11a1 1 0 0 0-1-1M3 3.86̲l1.4 1.38c3.1-3.05 8.1-3.05 11.2 0L17 3.…' Unhandled exception: System.In
material-design,view-agenda.svg,292,156,291,219,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M21 3H3c-.6 0-1 .4-1 1v6c0 .6.4 1 1 1h18c.6 0 1-.4 1-1V4c0-.6-.4-1-1-1m0 10̲H3c-.6 0-1 .4-1 1v6c0 .6.4 1 1 1h18c.6 0…' Unhandled exception: System.InvalidOperationException: New MoveTo
material-design,view-array-outline.svg,162,86,168,129,600,77,76,69,59,ok,,
material-design,view-carousel.svg,141,63,142,114,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M18 6v11h4V6M2 17̲h4V6H2m5 13h10V4H7z' Unhandled exception: System.InvalidOperationException: New MoveTo detected without ClosePath    at SvgPathParser.ParseMoveTo() in /tmp/tinyvg-sdk
material-design,view-compact.svg,149,69,149,117,479,62,66,62,48,ok,,
material-design,view-day-outline.svg,249,138,253,194,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M21 18H2v2h19zm-2-8v4H4v-4zm1-2H3c-.55 0-1 .45-1 1v6c0 .55.45 1 1 1h17c.55 0 1-.45 1-1V9c0-.55-.45-1-1-1m1-4̲H2v2h19z' Unhandled exception: System.InvalidOperationException: New MoveTo
material-design,view-gallery-outline.svg,199,120,207,154,843,107,92,80,26,ok,,
material-design,view-quilt.svg,159,77,157,129,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M10 5v6h11V5m-5 13̲h5v-6h-5M4 18h5V5H4m6 13h5v-6h-5z' Unhandled exception: System.InvalidOperationException: New MoveTo detected without ClosePath    at SvgPathParser.ParseMoveTo() in
material-design,view-split-vertical.svg,178,103,185,138,722,92,83,74,64,ok,,
material-design,virus-off.svg,1332,567,1499,1047,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M7.42 4.22 5.28 2.08c.69-.2 1.47.04 1.91.67.31.44.37.98.23 1.47m13.83 7.03̲c-.59 0-1.12.3-1.43.75H19c0-1.57-.5-3-1.…' Unhandled exception: System.InvalidOperationException: New MoveTo
material-design,volume-mute.svg,238,110,237,203,645,103,101,100,84,ok,,
material-design,volume-off.svg,491,217,491,403,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M12 4 9.91 6.09 12 8.18M4.27 3̲ 3 4.27 7.73 9H3v6h4l5 5v-6.73l4.25 4.26…' Unhandled exception: System.InvalidOperationException: New MoveTo detected without ClosePath    at SvgPathPars
material-design,volume-vibrate.svg,251,120,253,205,702,113,100,95,26,ok,,
material-design,vote-outline.svg,434,217,459,351,0,0,0,0,0,fail,svg2tvgt,Error Context: 'm18 13 3 3v4a2 2 0 0 1-2 2H5a2 2 0 0 1-2-2v-4l3-3h.83l2 2H6.78L5 17h14l-1.77-2h-1.91l2-2zm1 7v-1H5v1zm-7.66-5-4.95-4.93a.996.996 0 0 1 0-1.41l6.37-6.37a.975.975 0 0 1 1.4.01l4.95 4.95c
material-design,vote.svg,420,200,421,345,1159,191,170,167,144,ok,,
material-design,vpn.svg,738,390,742,618,1810,377,273,257,234,ok,,
material-design,walk.svg,361,176,376,300,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M14.12 10H19V8.2h-3.62l-2-3.33c-.3-.5-.84-.84-1.46-.84-.18 0-.34.03-.5.08L6 5.8V11h1.8V7.33l2.11-.66L6 22h1.8l2.87-8.11L13 17v5h1.8v-6.41l-2.49-4.54.73-2.87M14 3.8̲c1 0 1.8-.8 1.8-1.8S
material-design,wall-sconce-flat-outline.svg,259,119,271,198,780,104,109,109,85,ok,,
material-design,wall-sconce-outline.svg,189,95,196,151,631,86,87,86,69,ok,,
material-design,wall-sconce-round-outline.svg,444,203,460,370,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M13 19v-3h-2v3zm6.09-2.5 1.41-1.41-1.77-1.77-1.41 1.41zm-14.18 0 1.77-1.77-1.41-1.41-1.77 1.77zM12 6c1.04 0 2.08.28 3 .81 1.26.69 2.19 1.86 2.66 3.19H6.34C6.81 8.67 7.74 7.5 9 6.81A6.0
material-design,wall-sconce-round-variant-outline.svg,433,203,466,358,1088,190,178,159,156,ok,,
material-design,wall-sconce-round.svg,292,132,297,228,758,119,123,115,97,ok,,
material-design,wallet-outline.svg,386,236,411,343,1289,229,139,131,108,ok,,
material-design,wardrobe.svg,263,156,259,211,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M4 4v15c0 1.1.9 2 2 2v1h2v-1h3.5V2H6c-1.1 0-2 .9-2 2m4 6̲h2v3H8zm10-8h-5.5v19H16v1h2v-1c1.1 0 2-.…' Unhandled exception: System.InvalidOperationException: New MoveTo detected without C
material-design,washing-machine-off.svg,610,305,629,482,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M22.11 21.46 2.39 1.73 1.11 3 4 5.89V20c0 1.11.89 2 2 2h12c.58 0 1.1-.25 1.46-.65l1.38 1.38zM12 20c-3.31 0-6-2.69-6-6 0-1.68.7-3.2 1.82-4.29l4.24 4.24-2.89 2.88a4.01 4.01 0 0 0 5.66 0c
material-design,watch-variant.svg,232,132,243,195,753,127,94,91,26,ok,,
material-design,watch-vibrate.svg,463,222,472,385,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M3 17V7h2v10zm16 0V7h2v10zm3-8h2v6h-2zM0 15V9h2v6zm17.96-3.03c0 1.9-.89 3.6-2.28 4.7l-.71 4.28H9l-.73-4.28A5.98 5.98 0 0 1 6 11.97c0-1.9.88-3.6 2.27-4.69L9 3h5.97l.71 4.28a5.95 5.95 0
material-design,watch.svg,314,151,314,273,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M6 12a6 6 0 0 1 6-6 6 6 0 0 1 6 6 6 6 0 0 1-6 6 6 6 0 0 1-6-6m14 0̲a7.94 7.94 0 0 0-3.05-6.27L16 0H8l-.95 5…' Unhandled exception: System.InvalidOperationException: New MoveTo detected
material-design,water-check-outline.svg,378,165,406,309,820,160,157,142,134,ok,,
material-design,water-circle.svg,253,132,253,215,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M12 2C6.5 2 2 6.5 2 12s4.5 10 10 10 10-4.5 10-10S17.5 2 12 2m0 17̲c-2.76 0-5-2.24-5-5 0-3.33 5-8.96 5-8.96…' Unhandled exception: System.InvalidOperationException: New MoveTo detected
material-design,water-off.svg,325,135,323,270,694,130,134,131,102,ok,,
material-design,water-percent-alert.svg,388,192,470,309,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M20 7v6h-2V7zm-2 10h2v-2h-2zM10 3.25S4 10 4 14c0 3.32 2.69 6 6 6s6-2.69 6-6c0-4-6-10.75-6-10.75M7.75 10̲a1.25 1.25 0 1 1 0 2.5 1.25 1.25 0 0 1 0…' Unhandled exception: System.InvalidOp
material-design,water-pump.svg,392,255,403,337,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M19 14.5s2 2.17 2 3.5a2 2 0 0 1-2 2 2 2 0 0 1-2-2c0-1.33 2-3.5 2-3.5M5 18̲V9a2 2 0 0 1-2-2 2 2 0 0 1 2-2V4a2 2 0 0…' Unhandled exception: System.InvalidOperationException: New MoveTo d
material-design,water-remove-outline.svg,451,195,480,372,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M12 18c0 .7.12 1.36.34 2H12c-3.31 0-6-2.69-6-6 0-4 6-10.75 6-10.75S16.31 8.1 17.62 12c-.69.06-1.34.22-1.95.47C15 10.68 13.5 8.33 12 6.39 10 8.96 8 12.23 8 14c0 2.21 1.79 4 4 4m9.54-2.1
material-design,watering-can.svg,466,216,480,379,1052,209,191,205,173,ok,,
