group,file,ref_svg_size,ref_tvg_size,cur_svg_size,svgo_size,tvgt_size,tvg_size,zstd_size,brotli_size,zstd_dict_size,status,fail_stage,fail_detail
material-design,earbuds-off.svg,539,249,558,452,0,0,0,0,0,fail,svg2tvgt,Error Context: 'm10 9.34 1.56 1.57v-.01l2.54 2.55-.01-.01 1.49 1.49h.01l2.91 2.91v.01l3.61 3.61-1.27 1.27-2.41-2.4c-.13.39-.49.67-.93.67h-2c-.55 0-1-.45-1-1v-3.61l-4.5-4.5V20c0 .55-.45 1-1 1H8c-.55 0-
material-design,earth-box-remove.svg,581,262,600,460,0,0,0,0,0,fail,svg2tvgt,Error Context: 'm14.46 15.88 1.42-1.42L18 16.59l2.12-2.12 1.42 1.41L19.41 18l2.13 2.12-1.42 1.42L18 19.41l-2.12 2.13-1.42-1.42L16.59 18l-2.12-2.12M5 3̲h14a2 2 0 0 1 2 2v7.8c-.61-.35-1.28-.6-2…' Unhand
material-design,eight-track.svg,199,109,198,161,640,104,92,89,79,ok,,
material-design,elevator-passenger-off.svg,366,179,423,294,1058,168,161,151,118,ok,,
material-design,elevator-passenger.svg,367,207,404,292,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M19 3H5c-1.1 0-2 .9-2 2v14c0 1.1.9 2 2 2h14c1.1 0 2-.9 2-2V5c0-1.1-.9-2-2-2M8.5 6̲a1.25 1.25 0 1 1 0 2.5 1.25 1.25 0 0 1 0…' Unhandled exception: System.InvalidOperationException: New
material-design,ellipse.svg,165,75,184,136,339,74,71,70,65,ok,,
material-design,email-box.svg,331,182,328,281,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M5 3a2 2 0 0 0-2 2v14a2 2 0 0 0 2 2h14a2 2 0 0 0 2-2V5a2 2 0 0 0-2-2zm1.4 3.5h11.2c.77 0 1.4.62 1.4 1.4v8.2a1.4 1.4 0 0 1-1.4 1.4H6.4c-.77 0-1.4-.63-1.4-1.4V7.9c0-.78.62-1.4 1.4-1.4M6
material-design,email-fast-outline.svg,470,273,490,368,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M22 5.5H9c-1.1 0-2 .9-2 2v9a2 2 0 0 0 2 2h13c1.11 0 2-.89 2-2v-9a2 2 0 0 0-2-2m0 11̲H9V9.17l6.5 3.33L22 9.17zm-6.5-5.69L9 7.…' Unhandled exception: System.InvalidOperationException: Ne
material-design,email-lock.svg,431,256,541,434,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M12 18.2c0-.96.5-1.86 1.2-2.46v-.24c0-2.44 2.2-4.5 4.8-4.5 1.65 0 3.13.83 4 2.06V6a2 2 0 0 0-2-2H4c-1.11 0-2 .89-2 2v12a2 2 0 0 0 2 2h8zM4 6l8 5 8-5v2l-8 5-8-5zm16.8 11v-1.5c0-1.4-1.4-
material-design,email-search-outline.svg,541,276,583,443,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M16.5 11c2.5 0 4.5 2 4.5 4.5 0 .88-.25 1.71-.69 2.4l3.08 3.1L22 22.39l-3.12-3.07c-.69.43-1.51.68-2.38.68-2.5 0-4.5-2-4.5-4.5s2-4.5 4.5-4.5m0 2̲a2.5 2.5 0 0 0 0 5 2.5 2.5 0 0 0 0-5m-6 …
material-design,emoticon-cool.svg,549,254,582,453,1302,245,214,195,26,ok,,
material-design,emoticon-cry.svg,745,358,797,659,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M5.14 17.57c0-1.07 1.18-3.07 2.43-4.76C8.82 14.5 10 16.5 10 17.57A2.43 2.43 0 0 1 7.57 20c-1.34 0-2.43-1.09-2.43-2.43M22 12̲a10 10 0 0 1-10 10c-.92 0-1.82-.14-2.67-…' Unhandled excepti
material-design,emoticon-devil.svg,633,294,667,552,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M22.5 2.09c-.9.91-2.37 1.64-4.19 2.16A9.92 9.92 0 0 0 12 2c-2.39 0-4.59.84-6.31 2.25C3.87 3.73 2.4 3 1.5 2.09c.03 1.63.85 3.12 2.22 4.31A9.9 9.9 0 0 0 2 12a10 10 0 0 0 10 10 10 10 0 0
material-design,emoticon-lol.svg,562,272,562,454,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M15.07 8.93v-4a4.06 4.06 0 0 1 .66-2.21 10 10 0 0 0-13 13 4.06 4.06 0 0 1 2.21-.66h4v4a4.06 4.06 0 0 1-.66 2.21 10 10 0 0 0 13-13 4.06 4.06 0 0 1-2.21.66M11 6̲h1.5v1.5H14V9h-3m-3.5 5v-
material-design,emoticon-sick-outline.svg,1039,505,1097,855,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M7.32 10.56 8.38 9.5 7.32 8.44l1.06-1.06L10.5 9.5l-2.12 2.12zM4.5 9h.08C5.77 6.07 8.64 4 12 4c2.19 0 4.16.88 5.61 2.3.15-.6.45-1.3.81-1.96A9.96 9.96 0 0 0 12 2c-4.89 0-8.95 3.5-9.82 8.
material-design,emoticon-wink.svg,406,212,440,359,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M12 2A10 10 0 0 0 2 12a10 10 0 0 0 10 10 10 10 0 0 0 10-10A10 10 0 0 0 12 2M7 9.5̲C7 8.7 7.7 8 8.5 8s1.5.7 1.5 1.5S9.3 11 …' Unhandled exception: System.InvalidOperationException: New
material-design,equal-box.svg,214,118,216,175,686,111,92,92,62,ok,,
material-design,escalator-box.svg,306,151,350,235,791,144,125,122,26,ok,,
material-design,escalator-up.svg,397,216,443,329,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M20 8h-1.05l-12 12H4a2 2 0 1 1 0-4h1.29L7 14.29V10c0-.55.45-1 1-1h1c.55 0 1 .45 1 1v1.29L17.29 4H20c1.11 0 2 .89 2 2s-.89 2-2 2M8.5 5̲c.83 0 1.5.67 1.5 1.5S9.33 8 8.5 8 7 7.3…' Unhandl
material-design,ethereum.svg,196,68,192,152,404,59,62,51,53,ok,,
material-design,exponent.svg,404,167,400,327,958,162,164,152,26,ok,,
material-design,eye-minus.svg,403,194,400,343,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M12 4.5A11.8 11.8 0 0 0 1 12a11.8 11.8 0 0 0 11 7.5h1.1a3.8 3.8 0 0 1-.1-1 10 10 0 0 1 .2-1.7L12 17a5 5 0 1 1 5-5 2.8 2.8 0 0 1-.1.9 5.2 5.2 0 0 1 2.1-.4 5.6 5.6 0 0 1 3.3 1A10 10 0 0
material-design,face-agent.svg,936,363,1043,684,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M18.72 14.76c.35-.85.54-1.76.54-2.76 0-.72-.11-1.41-.3-2.05-.65.15-1.33.23-2.04.23A9.07 9.07 0 0 1 9.5 6.34a9.2 9.2 0 0 1-4.73 4.88c-.04.25-.04.52-.04.78A7.27 7.27 0 0 0 12 19.27c1.05
material-design,face-man-profile.svg,491,231,496,441,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M12 2A10 10 0 0 0 2 12a10 10 0 0 0 10 10 10 10 0 0 0 10-10A10 10 0 0 0 12 2m0 6.39̲A9.97 9.97 0 0 0 17.42 10c.78 0 1.53-.09…' Unhandled exception: System.InvalidOperationException: New
material-design,face-mask.svg,642,297,679,537,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M20.25 6c-1.46 0-2.64 1.14-2.75 2.58l-4.95-1.42c-.36-.11-.74-.11-1.1 0L6.5 8.58C6.39 7.14 5.21 6 3.75 6 2.23 6 1 7.23 1 8.75v3.5C1 13.77 2.23 15 3.75 15h1.93c1.13 2.36 3.53 4 6.32 4s5.
material-design,facebook-messenger.svg,574,248,606,456,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M12 2C6.36 2 2 6.13 2 11.7c0 2.91 1.19 5.44 3.14 7.17.16.13.26.35.27.57l.05 1.78c.04.57.61.94 1.13.71l1.98-.87c.17-.06.36-.09.53-.06.9.27 1.9.4 2.9.4 5.64 0 10-4.13 10-9.7S17.64 2 12 2
material-design,fan-alert.svg,694,322,691,566,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M10 11c-.57 0-1 .45-1 1s.43 1 1 1c.54 0 1-.45 1-1s-.46-1-1-1m.5-9̲c4.5 0 4.59 3.57 2.23 4.75-.99.49-1.43 1…' Unhandled exception: System.InvalidOperationException: New MoveTo detected
material-design,fan-speed-1.svg,817,362,843,624,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M13 19c0-1.41.5-2.7 1.3-3.72-.13-.31-.27-.63-.44-.94.4-.34.71-.75.91-1.23.49.1 1.01.28 1.48.56a6 6 0 0 1 5.64.07c.06-.37.11-.78.11-1.24 0-3.58-3.97-4.37-7.67-2.37-.33-.4-.74-.71-1.22-.
material-design,fan-speed-2.svg,897,418,930,687,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M13 19c0-1.41.5-2.7 1.3-3.72-.13-.31-.27-.63-.44-.94.4-.34.71-.75.91-1.23.49.1 1.01.28 1.48.56a6 6 0 0 1 5.64.07c.06-.37.11-.78.11-1.24 0-3.58-3.97-4.37-7.67-2.37-.33-.4-.74-.71-1.22-.
material-design,fast-forward-15.svg,351,185,361,300,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M11.5 3c2.65 0 5.05 1 6.9 2.6L21 3v7h-7l2.62-2.62C15.23 6.22 13.46 5.5 11.5 5.5c-3.54 0-6.55 2.31-7.6 5.5l-2.37-.78C2.92 6.03 6.85 3 11.5 3M10 12̲v10H8v-8H6v-2zm2 0h6v2h-4v2h2a2 2 0 0
material-design,fast-forward-5.svg,326,162,335,279,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M11.5 3c2.65 0 5.05 1 6.9 2.6L21 3v7h-7l2.62-2.62C15.23 6.22 13.46 5.5 11.5 5.5c-3.54 0-6.55 2.31-7.6 5.5l-2.37-.78C2.92 6.03 6.85 3 11.5 3M9 12̲h6v2h-4v2h2a2 2 0 0 1 2 2v2c0 1.11-.89
material-design,fence.svg,307,240,300,240,1735,227,122,98,26,ok,,
material-design,file-code-outline.svg,350,171,358,274,1019,156,145,137,95,ok,,
material-design,file-delimited.svg,230,125,232,180,695,116,103,99,61,ok,,
material-design,file-download.svg,240,125,241,187,707,114,102,96,48,ok,,
material-design,file-excel-box.svg,255,136,262,218,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M16.2 17h-2L12 13.2 9.8 17h-2l3.2-5-3.2-5h2l2.2 3.8L14.2 7h2L13 12m6-9̲H5c-1.11 0-2 .89-2 2v14a2 2 0 0 0 2 2h14…' Unhandled exception: System.InvalidOperationException: New MoveTo dete
material-design,file-export.svg,244,116,246,214,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M6 2a2 2 0 0 0-2 2v16a2 2 0 0 0 2 2h12a2 2 0 0 0 2-2V8l-6-6m-1 1.5̲L18.5 9H13m-4.07 3.22H16v7.07l-2.12-2.12…' Unhandled exception: System.InvalidOperationException: New MoveTo detected
material-design,file-eye.svg,567,297,599,472,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M17 18c.56 0 1 .44 1 1s-.44 1-1 1-1-.44-1-1 .44-1 1-1m0-3̲c-2.73 0-5.06 1.66-6 4 .94 2.34 3.27 4 6…' Unhandled exception: System.InvalidOperationException: New MoveTo detected without
material-design,file-find-outline.svg,620,293,632,502,1502,286,250,239,205,ok,,
material-design,file-image-plus-outline.svg,441,251,455,358,0,0,0,0,0,fail,svg2tvgt,Error Context: 'm7 19 5-5 1.88 1.88c-.55.91-.88 1.98-.88 3.12zm3-8.5C10 9.67 9.33 9 8.5 9S7 9.67 7 10.5 7.67 12 8.5 12s1.5-.67 1.5-1.5m3.09 9.5̲H6V4h7v5h5v4.09c.33-.05.66-.09 1-.09s.67…' Unhandled exc
material-design,file-lock-open-outline.svg,437,236,447,354,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M22 18.3v3.5c0 .6-.6 1.2-1.3 1.2h-5.5c-.6 0-1.2-.6-1.2-1.3v-3.5c0-.6.6-1.2 1.2-1.2v-2.5c0-1.4 1.4-2.5 2.8-2.5s2.8 1.1 2.8 2.5v.5h-1.3v-.5c0-.8-.7-1.3-1.5-1.3s-1.5.5-1.5 1.3V17h4.3c.6 0
material-design,file-lock-open.svg,528,276,530,419,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M22 18.3v3.5c0 .6-.6 1.2-1.3 1.2h-5.5c-.6 0-1.2-.6-1.2-1.3v-3.5c0-.6.6-1.2 1.2-1.2v-2.5c0-1.4 1.4-2.5 2.8-2.5s2.8 1.1 2.8 2.5v.5h-1.3v-.5c0-.8-.7-1.3-1.5-1.3s-1.5.5-1.5 1.3V17h4.3c.6 0
material-design,file-move-outline.svg,343,171,348,258,1010,164,152,141,126,ok,,
material-design,file-music-outline.svg,278,168,284,229,925,161,118,130,86,ok,,
material-design,file-phone.svg,553,246,551,405,1282,237,215,219,30,ok,,
material-design,file-replace.svg,276,172,281,226,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M14 12h5.5L14 6.5zM8 5h7l6 6v10a2 2 0 0 1-2 2H8a2 2 0 0 1-2-2v-3h5v2l4-3-4-3v2H6V7a2 2 0 0 1 2-2m5.5-2̲H4v13h2v2H4a2 2 0 0 1-2-2V3a2 2 0 0 1 2-…' Unhandled exception: System.InvalidOpe
material-design,file-word-box.svg,264,139,270,231,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M15.5 17H14l-2-7.5-2 7.5H8.5L6.1 7h1.7l1.54 7.5L11.3 7h1.4l1.97 7.5L16.2 7h1.7M19 3̲H5c-1.11 0-2 .89-2 2v14a2 2 0 0 0 2 2h14…' Unhandled exception: System.InvalidOperationException: Ne
material-design,file-word.svg,283,152,280,237,908,141,126,112,47,ok,,
material-design,filmstrip.svg,234,167,231,194,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M18 9h-2V7h2m0 6̲h-2v-2h2m0 6h-2v-2h2M8 9H6V7h2m0 6H6v-2h…' Unhandled exception: System.InvalidOperationException: New MoveTo detected without ClosePath    at SvgPathParser.ParseMoveTo
material-design,filter-check.svg,403,174,439,323,1034,168,159,148,142,ok,,
material-design,filter-off.svg,405,164,415,317,978,157,166,146,132,ok,,
material-design,filter-variant-minus.svg,205,96,213,156,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M21 8H3V6h18zm-7.19 8H10v2h3.09c.12-.72.37-1.39.72-2M18 11̲H6v2h12zm5 7h-8v2h8z' Unhandled exception: System.InvalidOperationException: New MoveTo detected without ClosePath    at SvgP
material-design,filter-variant.svg,144,63,146,117,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M6 13h12v-2H6M3 6̲v2h18V6M10 18h4v-2h-4z' Unhandled exception: System.InvalidOperationException: New MoveTo detected without ClosePath    at SvgPathParser.ParseMoveTo() in /tmp/tinyvg-
material-design,fire-circle.svg,1051,427,1056,783,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M14.66 14.18c.03.11.04.22.04.32.03.65-.26 1.35-.73 1.78-.22.19-.58.39-.86.47-.88.31-1.76-.13-2.28-.64.94-.22 1.49-.9 1.67-1.61.12-.61-.13-1.12-.23-1.72-.1-.58-.08-1.07.13-1.6.15.29.31.
material-design,fire-extinguisher.svg,241,125,246,207,782,124,102,91,84,ok,,
material-design,fire-hydrant.svg,347,216,367,291,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M5 15v-1H4v-2h1v-1h2v4zm14-3v-1h-2v4h2v-1h1v-2zm-1-6h-2.14C15.5 4.6 14.4 3.5 13 3.14V2h-2v1.14C9.6 3.5 8.5 4.6 8.14 6H6v2h12zm0 16H6c0-1.1.9-2 2-2V9h8v11a2 2 0 0 1 2 2m-8-9̲a2 2 0 1 0
material-design,fire-off.svg,997,394,1002,732,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M22.11 21.46 2.39 1.73 1.11 3l5.98 6C5.66 10.36 4.88 12.47 5 14.47c.06.5.12 1 .29 1.5.14.6.41 1.2.71 1.73 1.08 1.73 2.95 2.97 4.96 3.22 2.14.27 4.43-.12 6.07-1.6.07-.06.12-.14.19-.21l3
material-design,flag-checkered.svg,265,184,267,208,1279,173,127,116,102,ok,,
material-design,flag-variant-outline.svg,329,229,379,277,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M6 3a1 1 0 0 1 1 1v.88C8.06 4.44 9.5 4 11 4c3 0 3 2 5 2 3 0 4-2 4-2v8s-1 2-4 2-3-2-5-2c-3 0-4 2-4 2v7H5V4a1 1 0 0 1 1-1m1 4.25̲v4.25S9 10 11 10s3 2 5 2 2-1 2-1V7.5S17 …' Unhandled exce
material-design,flash.svg,131,48,124,102,307,45,54,44,44,ok,,
material-design,flashlight-off.svg,226,111,228,185,717,100,102,89,81,ok,,
material-design,flask-empty-outline.svg,410,226,417,346,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M5 19a1 1 0 0 0 1 1h12a1 1 0 0 0 1-1c0-.21-.07-.41-.18-.57L13 8.35V4h-2v4.35L5.18 18.43c-.11.16-.18.36-.18.57m1 3̲a3 3 0 0 1-3-3c0-.6.18-1.16.5-1.63L9 7.8…' Unhandled exception: System
material-design,flask-empty-remove-outline.svg,548,267,567,451,1435,262,243,218,212,ok,,
material-design,flip-horizontal.svg,304,202,307,255,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M15 21h2v-2h-2m4-10̲h2V7h-2M3 5v14c0 1.1.9 2 2 2h4v-2H5V5h4V…' Unhandled exception: System.InvalidOperationException: New MoveTo detected without ClosePath    at SvgPathParser.ParseMov
material-design,floor-lamp-torchiere-variant-outline.svg,225,103,249,174,669,94,97,99,80,ok,,
material-design,floor-lamp-torchiere-variant.svg,188,82,204,144,524,77,82,72,68,ok,,
material-design,flower-tulip-outline.svg,560,285,594,478,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M3 13a9 9 0 0 0 9 9 9 9 0 0 0-9-9m2.44 2.44̲c1.91.71 3.41 2.21 4.12 4.12a7 7 0 0 1-4…' Unhandled exception: System.InvalidOperationException: New MoveTo detected without ClosePath    a
material-design,folder-download-outline.svg,227,132,238,192,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M20 18H4V8h16m0-2̲h-8l-2-2H4a2 2 0 0 0-2 2v12a2 2 0 0 0 2 …' Unhandled exception: System.InvalidOperationException: New MoveTo detected without ClosePath    at SvgPathParser.ParseMoveT
material-design,folder-download.svg,223,116,231,187,667,114,96,95,45,ok,,
material-design,folder-eye.svg,520,301,518,404,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M9.3 20H4c-1.1 0-2-.9-2-2V6c0-1.1.9-2 2-2h6l2 2h8c1.1 0 2 .9 2 2v6.6c-1.4-1-3.1-1.6-5-1.6-3.5 0-6.6 2.1-7.9 5.3l-.3.7.3.7c.1.1.1.2.2.3M23 19̲c-.9 2.3-3.3 4-6 4s-5.1-1.7-6-4c.9-2.3 3…'
material-design,folder-home.svg,225,130,224,192,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M20 6h-8l-2-2H4a2 2 0 0 0-2 2v12a2 2 0 0 0 2 2h16a2 2 0 0 0 2-2V8a2 2 0 0 0-2-2m-3 7̲v4h-2v-3h-2v3h-2v-4H9l5-4 5 4Z' Unhandled exception: System.InvalidOperationException: New MoveTo d
material-design,folder-key-network.svg,482,318,502,377,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M6 5c-1.1 0-2 .9-2 2v8c0 1.1.9 2 2 2h5v2h-1c-.6 0-1 .4-1 1H2v2h7c0 .6.4 1 1 1h4c.6 0 1-.4 1-1h7v-2h-7c0-.6-.4-1-1-1h-1v-2h5c1.1 0 2-.9 2-2V9c0-1.1-.9-2-2-2h-6l-2-2zm3 4c1.3 0 2.4.8 2.8
material-design,folder-lock-open.svg,282,169,520,419,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M14.2 13.5v1.24c-.7.6-1.2 1.5-1.2 2.46V20H4a2 2 0 0 1-2-2V6c0-1.11.89-2 2-2h6l2 2h8a2 2 0 0 1 2 2v2.04A4.9 4.9 0 0 0 19 9c-2.6 0-4.8 2.06-4.8 4.5m7.6 2.5̲h-4.3v-2.5c0-.8.7-1.3 1.5-1.3s
material-design,folder-lock.svg,294,180,520,413,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M13 20H4a2 2 0 0 1-2-2V6c0-1.11.89-2 2-2h6l2 2h8a2 2 0 0 1 2 2v3.04A4.9 4.9 0 0 0 19 10c-2.6 0-4.8 2.06-4.8 4.5v.24c-.7.6-1.2 1.5-1.2 2.46zm10-2.7v3.5c0 .6-.6 1.2-1.3 1.2h-5.5c-.6 0-1.
material-design,folder-open.svg,227,109,236,194,620,108,101,89,26,ok,,
material-design,folder-pound-outline.svg,387,236,400,307,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M20 18H4V8h16m0-2̲h-8l-2-2H4c-1.11 0-2 .89-2 2v12a2 2 0 0 …' Unhandled exception: System.InvalidOperationException: New MoveTo detected without ClosePath    at SvgPathParser.ParseMoveT
material-design,folder-refresh.svg,417,205,539,335,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M18 14.5c1.11 0 2.11.45 2.83 1.17L22 14.5v4h-4l1.77-1.77A2.5 2.5 0 1 0 20 20h1.71A3.99 3.99 0 0 1 18 22.5c-2.21 0-4-1.79-4-4s1.79-4 4-4M10 4̲l2 2h8a2 2 0 0 1 2 2v5c-1-.62-2.21-1-3.5…'
material-design,folder-remove.svg,331,157,411,322,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M13 19c0 .34.04.67.09 1H4a2 2 0 0 1-2-2V6c0-1.11.89-2 2-2h6l2 2h8a2 2 0 0 1 2 2v5.81c-.88-.51-1.9-.81-3-.81-3.31 0-6 2.69-6 6m9.54-2.12̲-1.42-1.41L19 17.59l-2.12-2.12-1.41 1.41…' Unhan
material-design,folder-search-outline.svg,499,256,519,428,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M16.5 12c2.5 0 4.5 2 4.5 4.5 0 .88-.25 1.71-.69 2.4l3.08 3.1L22 23.39l-3.12-3.07c-.69.43-1.51.68-2.38.68-2.5 0-4.5-2-4.5-4.5s2-4.5 4.5-4.5m0 2̲a2.5 2.5 0 0 0-2.5 2.5 2.5 2.5 0 0 0 2.5…
material-design,folder-search.svg,493,255,510,438,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M16.5 12c2.5 0 4.5 2 4.5 4.5 0 .88-.25 1.71-.69 2.4l3.08 3.1L22 23.39l-3.12-3.07c-.69.43-1.51.68-2.38.68-2.5 0-4.5-2-4.5-4.5s2-4.5 4.5-4.5m0 2̲a2.5 2.5 0 0 0-2.5 2.5 2.5 2.5 0 0 0 2.5…
material-design,folder-settings.svg,239,143,247,196,849,134,105,91,43,ok,,
material-design,food-kosher.svg,456,273,455,356,1421,266,200,182,184,ok,,
material-design,food-variant.svg,301,152,307,254,832,149,139,131,115,ok,,
material-design,format-align-middle.svg,237,123,244,195,753,114,101,98,85,ok,,
material-design,format-bold.svg,367,157,366,310,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M13.5 15.5H10v-3h3.5A1.5 1.5 0 0 1 15 14a1.5 1.5 0 0 1-1.5 1.5m-3.5-9̲h3A1.5 1.5 0 0 1 14.5 8 1.5 1.5 0 0 1 13…' Unhandled exception: System.InvalidOperationException: New MoveTo detec
material-design,format-columns.svg,260,188,262,201,1336,167,94,78,26,ok,,
material-design,format-header-2.svg,329,185,332,274,1008,180,149,138,115,ok,,
material-design,format-indent-increase.svg,184,104,194,155,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M11 13h10v-2H11m0-2̲h10V7H11M3 3v2h18V3M11 17h10v-2H11M3 8v8…' Unhandled exception: System.InvalidOperationException: New MoveTo detected without ClosePath    at SvgPathParser.ParseMov
material-design,format-italic.svg,156,63,157,126,429,60,67,64,58,ok,,
material-design,format-letter-case-lower.svg,988,396,1017,671,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M20.06 18a4 4 0 0 1-.2-.89c-.67.7-1.48 1.05-2.41 1.05-.83 0-1.52-.24-2.05-.71-.53-.45-.8-1.06-.8-1.79 0-.88.33-1.56 1-2.05s1.61-.73 2.83-.73h1.4v-.64q0-.735-.45-1.17c-.3-.29-.75-.43-1.
material-design,format-letter-case-upper.svg,984,396,1013,667,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M20.06 18a4 4 0 0 1-.2-.89c-.67.7-1.48 1.05-2.41 1.05-.83 0-1.52-.24-2.05-.71-.53-.45-.8-1.06-.8-1.79 0-.88.33-1.56 1-2.05s1.61-.73 2.83-.73h1.4v-.64q0-.735-.45-1.17c-.3-.29-.75-.43-1.
material-design,format-letter-matches.svg,213,91,222,182,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M11.14 4 6.43 16h1.93l.96-2.57h5.35l.97 2.57h1.93L12.86 4M12 6.29̲l2.03 5.42H9.96M20 14v4H4v-3H2v5h20v-6Z' Unhandled exception: System.InvalidOperationException: New MoveTo detected wi
material-design,format-letter-spacing.svg,279,145,288,220,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M14.4 10.7h4.1l-2-5.4zM15.6 3h1.7L22 15h-1.9l-1-2.6h-5.4l-1 2.6h-1.9zm-4.4 0h1.9L8.4 15H6.7L2 3h1.9l3.6 9.7M19 22̲v-2H5v2l-3-3 3-3v2h14v-2l3 3z' Unhandled exception: System.InvalidOper
material-design,format-list-bulleted-square.svg,188,119,203,151,838,107,91,82,60,ok,,
material-design,format-list-group.svg,172,98,177,135,687,89,81,70,26,ok,,
material-design,format-size.svg,153,76,152,120,534,71,75,66,54,ok,,
material-design,format-strikethrough.svg,155,75,163,124,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M3 14h18v-2H3m2-8̲v3h5v3h4V7h5V4m-9 15h4v-3h-4z' Unhandled exception: System.InvalidOperationException: New MoveTo detected without ClosePath    at SvgPathParser.ParseMoveTo() in /tmp/
material-design,format-text-rotation-angle-up.svg,289,106,306,245,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M20.58 9.33v4.22l-1.41-1.41L10.31 21l-1.4-1.41 8.81-8.86-1.41-1.4M7.59 11̲l2.63-2.61-4.88-2.25M4.5 4.22l11.11 4.41…' Unhandled exception: System.InvalidOperationException: New MoveTo d
material-design,format-text-rotation-up.svg,238,103,249,175,674,92,95,81,26,ok,,
material-design,format-text-variant-outline.svg,401,175,416,344,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M11 3c-.82 0-1.56.5-1.86 1.27l-5.5 14C3.12 19.58 4.09 21 5.5 21h2.25c.84 0 1.58-.5 1.87-1.3l.64-1.7h3.48l.64 1.7c.29.8 1.04 1.3 1.87 1.3h2.25c1.41 0 2.38-1.42 1.86-2.73l-5.5-14C14.56 3
material-design,format-text-variant.svg,171,70,178,141,0,0,0,0,0,fail,svg2tvgt,Error Context: 'M9.6 14 12 7.7l2.4 6.3M11 5̲ 5.5 19h2.2l1.1-3H15l1.1 3h2.2L13 5z' Unhandled exception: System.InvalidOperationException: New MoveTo detected without ClosePath    at SvgPathParser.Parse
material-design,format-text-wrapping-overflow.svg,180,99,197,135,671,88,82,78,63,ok,,
material-design,format-title.svg,130,47,130,101,326,44,57,49,42,ok,,
material-design,format-wrap-square.svg,242,172,248,192,1185,151,106,88,26,ok,,
material-design,forward.svg,131,48,126,101,305,45,54,47,46,ok,,
material-design,fridge-alert-outline.svg,294,205,312,239,1292,190,140,129,109,ok,,
material-design,fridge-off-outline.svg,365,202,381,299,1227,191,170,176,26,ok,,
